ast_ID,vals,ra,dec
H17,6,"17.159238000000002, 16.714933, 16.714933, 16.423379999999998, 16.423379999999998, 15.929884, 15.929884, 15.408181, 15.408181, 15.032436, 15.032436, 14.534636","40.777033, 38.922254, 38.922254, 37.394079, 37.394079, 37.946958, 37.946958, 37.377167, 37.377167, 40.390566, 40.390566, 38.308253"
H18,8,"17.888341, 17.93755, 17.93755, 17.446153, 17.446153, 17.34432, 17.34432, 17.026767, 17.026767, 17.004827, 17.004827, 16.688113, 16.688113, 16.372618, 16.372618, 16.368287","40.007959, 37.250539, 37.250539, 34.695802, 34.695802, 32.467743, 32.467743, 33.56827, 33.56827, 30.926405, 30.926405, 31.602726, 31.602726, 33.799052, 33.799052, 30.891996"
H19,2,"17.250788, 17.294517000000006, 17.294517000000006, 17.394707999999998","36.809162, 37.291498, 37.291498, 37.145946"
P01,4,"15.345482999999998, 14.845104999999998, 14.845104999999998, 14.458758, 14.458758, 14.147498, 14.147498, 12.820496","71.834016, 74.155505, 74.155505, 75.695993, 75.695993, 77.547514, 77.547514, 83.412901"
P02,3,"14.838814, 12.255737, 12.255737, 10.495037, 10.495037, 11.530832","82.511944, 87.700115, 87.700115, 84.252009, 84.252009, 81.127257"
P03,1,"13.857205, 13.857205","64.723272, 64.723272"
P04,1,"13.691625, 13.691625","64.822411, 64.822411"
P05,7,"15.415494, 16.031532000000002, 16.031532000000002, 16.39986, 16.39986, 17.146448, 17.146448, 18.345955, 18.345955, 20.148145, 20.148145, 22.498047, 22.498047, 1.3963370000000002","58.966065, 58.565251, 58.565251, 61.514213, 61.514213, 65.714683, 65.714683, 71.337814, 71.337814, 77.71141899999998, 77.71141899999998, 78.824285, 78.824285, 78.726056"
P06,6,"14.073165, 12.558058, 12.558058, 11.523407, 11.523407, 9.574703, 9.574703, 7.022612, 7.022612, 5.206237000000002, 5.206237000000002, 3.198957","64.37585, 69.788238, 69.788238, 69.331076, 69.331076, 69.830343, 69.830343, 70.808296, 70.808296, 73.946674, 73.946674, 74.393659"
P07,1,"15.243926, 14.959743","67.346722, 65.93245999999999"
P08,5,"16.105475, 16.363536, 16.363536, 16.4664, 16.4664, 16.472542999999998, 16.472542999999998, 16.207047, 16.207047, 16.105475","67.81013399999999, 69.109391, 69.109391, 68.768137, 68.768137, 67.044, 67.044, 67.144176, 67.144176, 67.81013399999999"
P09,1,"17.698978, 17.698978","72.148843, 72.148843"
P10,1,"18.350736, 18.350736","72.732843, 72.732843"
P11,3,"17.824154999999994, 18.772849, 18.772849, 19.152716, 19.152716, 18.495823","76.96288100000002, 75.433964, 75.433964, 76.560502, 76.560502, 77.54706800000002"
P12,5,"20.470687, 20.490931, 20.490931, 20.79265, 20.79265, 21.222665, 21.222665, 20.709755, 20.709755, 20.470687","81.422708, 81.091277, 81.091277, 80.552262, 80.552262, 81.230972, 81.230972, 82.53115799999998, 82.53115799999998, 81.422708"
P13,1,"15.777772, 15.515514","62.599557, 64.20869300000001"
P14,5,"22.850818, 1.145613, 1.145613, 2.52975, 2.52975, 17.536918, 17.536918, 16.766159, 16.766159, 15.734298999999998","85.373739, 86.25709, 86.25709, 89.26410899999998, 89.26410899999998, 86.58646, 86.58646, 82.037262, 82.037262, 77.794493"
P15,6,"2.157062, 2.279251, 2.279251, 0.914667, 0.914667, 0.663247, 0.663247, 0.452034, 0.452034, 1.204601, 1.204601, 2.157062","81.29594499999997, 83.561414, 83.561414, 83.707435, 83.707435, 82.493762, 82.493762, 80.052141, 80.052141, 79.673963, 79.673963, 81.29594499999997"
P16,1,"23.44999, 23.44999","87.30750400000002, 87.30750400000002"
P17,4,"22.791378, 22.906789, 22.791378, 21.970404, 22.791378, 23.940996, 22.791378, 22.433383","83.15383, 84.346177, 83.15383, 82.869485, 83.15383, 83.19111600000002, 83.15383, 80.701595"
P18,6,"2.032644, 2.866319, 2.866319, 2.7471330000000003, 2.7471330000000003, 2.484437, 2.484437, 1.933337, 1.933337, 1.715493, 1.715493, 1.6419259999999998","70.90701999999997, 68.888497, 68.888497, 67.82463, 67.82463, 67.402474, 67.402474, 68.685242, 68.685242, 70.62252600000002, 70.62252600000002, 73.04004"
P19,8,"4.167439, 3.195229, 3.195229, 2.796568, 2.796568, 2.21388, 2.21388, 2.049177, 2.049177, 2.085315, 2.085315, 2.092103, 2.092103, 2.052914, 2.052914, 2.057268","80.69868100000002, 81.47071, 81.47071, 81.448475, 81.448475, 79.69154, 79.69154, 77.916263, 77.916263, 77.281341, 77.281341, 76.11506, 76.11506, 73.85056999999998, 73.85056999999998, 72.42129399999997"
P20,8,"4.344541, 4.110785, 4.110785, 3.825357, 3.825357, 3.411267, 3.411267, 1.795668, 1.795668, 1.35145, 1.35145, 1.190428, 1.190428, 0.975285, 0.975285, 0.845442","65.14044100000001, 65.520798, 65.520798, 65.525972, 65.525972, 64.585996, 64.585996, 63.852501, 63.852501, 64.65813100000001, 64.65813100000001, 64.20267700000001, 64.20267700000001, 66.351793, 66.351793, 64.24754899999999"
P21,4,"9.04242, 7.777792999999999, 7.777792999999999, 7.5146380000000015, 8.67024, 8.213552, 8.213552, 7.457178","67.62961899999999, 65.455676, 65.455676, 68.465621, 64.327936, 68.47407199999999, 68.47407199999999, 66.331571"
P22,4,"19.80285, 19.344467, 19.344467, 18.433069, 18.625974, 19.209225, 19.209225, 20.04696","70.26793, 65.71453100000001, 65.71453100000001, 65.56348, 62.526591, 67.661541, 67.661541, 67.873565"
P23,8,"6.298563, 5.502835, 5.502835, 5.707347, 5.707347, 4.900836, 4.900836, 4.868109, 4.868109, 5.05697, 5.05697, 5.9160629999999985, 5.9160629999999985, 6.327052, 6.327052, 6.298563","61.515286, 63.06721999999999, 63.06721999999999, 65.697649, 65.697649, 66.342678, 66.342678, 63.505421, 63.505421, 60.44224499999999, 60.44224499999999, 59.888367, 59.888367, 59.010964, 59.010964, 61.515286"
P24,4,"17.892134, 17.537767000000002, 17.537767000000002, 17.507213, 17.507213, 17.943437, 17.943437, 17.657747","56.872643, 55.172958, 55.172958, 52.301387, 52.301387, 51.488895, 51.488895, 46.006332"
P25,4,"15.024195, 14.528567, 14.528567, 14.512832, 14.857362, 14.700889000000002, 14.700889000000002, 13.958911","60.204453, 60.225636, 60.225636, 63.185788, 59.293985, 61.26191600000001, 61.26191600000001, 61.492861"
P26,1,"12.792873, 12.924598","66.790304, 65.438474"
P27,5,"9.525453, 9.849867, 9.849867, 9.868433, 9.868433, 9.547715, 9.547715, 9.147863, 9.147863, 9.066778","63.061861, 59.038735, 59.038735, 54.06433199999999, 54.06433199999999, 51.6773, 51.6773, 51.604648, 51.604648, 54.283887"
P28,2,"10.69908, 10.402182, 10.402182, 10.507396","65.71628, 65.566423, 65.566423, 64.257689"
P29,1,"11.161062, 11.161062","44.498487, 44.498487"
P30,6,"10.586017, 10.510461, 10.510461, 10.651581, 10.651581, 10.892911, 10.892911, 10.853067, 10.853067, 10.728702, 10.728702, 10.586017","57.082637, 55.980536, 55.980536, 53.6683, 53.6683, 54.58512800000001, 54.58512800000001, 56.58225, 56.58225, 57.199203, 57.199203, 57.082637"
P31,1,"11.767515, 11.767515","47.779406, 47.779406"
P32,4,"11.695418, 11.43254, 11.43254, 11.212347, 11.212347, 11.584695, 11.584695, 11.695418","55.172011, 55.850459, 55.850459, 54.894287, 54.894287, 54.785419, 54.785419, 55.172011"
P33,1,"12.500815, 12.500815","51.535631, 51.535631"
P34,2,"13.57425, 13.304034, 13.304034, 13.437943","49.015973, 49.682062, 49.682062, 46.028055"
P35,1,"14.273074, 14.273074","46.088305, 46.088305"
P36,4,"11.782116, 11.495446, 11.495446, 11.674287, 11.674287, 11.932892, 11.932892, 11.782116","55.62819, 56.737573, 56.737573, 57.970404, 57.970404, 56.59856, 56.59856, 55.62819"
P37,6,"11.062155, 11.030677, 11.030677, 11.897168, 11.897168, 12.257086, 12.257086, 12.900472, 12.900472, 13.398747, 13.398747, 13.792354","61.75103299999999, 56.382427, 56.382427, 53.69476, 53.69476, 57.032617, 57.032617, 55.959821, 55.959821, 54.925362, 54.925362, 49.313265"
P38,1,"13.420413, 13.420413","54.987958, 54.987958"
P39,2,"14.419967000000002, 14.269439000000002, 14.269439000000002, 14.224718","51.850744, 51.367231, 51.367231, 51.789965"
S01,4,"12.331766, 12.694345, 12.694345, 12.926725, 12.926725, 13.036278, 13.036278, 13.166469","-0.6668029999999999, -1.449375, -1.449375, 3.39747, 3.39747, 10.95915, 10.95915, 17.529431"
S02,4,"11.844922, 11.352276, 11.352276, 11.398736, 11.398736, 11.237335, 11.237335, 11.235138","1.764718, 6.0293220000000005, 6.0293220000000005, 10.529509, 10.529509, 15.429570000000002, 15.429570000000002, 20.523717"
S03,1,"12.339161, 12.339161","3.312574, 3.312574"
S04,2,"12.760294, 12.860247, 12.860247, 12.639557","7.6733259999999985, 3.056788, 3.056788, 1.854662"
S05,2,"12.815059, 12.787123, 12.787123, 12.698071","14.122584, 11.958088, 11.958088, 10.235625"
S06,4,"12.888263, 12.652031, 12.652031, 12.495344, 12.495344, 12.345286, 12.345286, 12.266719","21.244943, 21.062559, 21.062559, 20.896109, 20.896109, 17.792868, 17.792868, 14.899071"
S07,3,"11.754733, 11.764322, 11.764322, 12.014553, 12.014553, 12.086817","8.258119, 6.529376, 6.529376, 6.6143220000000005, 6.6143220000000005, 8.732985000000001"
S08,4,"11.927926, 11.817663, 11.817663, 11.753173, 11.820774, 11.817663, 11.817663, 11.848706","15.646818, 14.57206, 14.57206, 14.263335, 16.242882, 14.57206, 14.57206, 12.279037"
S09,1,"12.071277, 12.071277","21.459153, 21.459153"
S10,1,"11.799762, 11.799762","20.218931, 20.218931"
S11,1,"11.679742, 11.679742","21.35273, 21.35273"
S12,1,"12.933468, 12.933468","38.314912, 38.314912"
S13,1,"11.253397, 11.253397","23.095502, 23.095502"
S14,6,"12.27504, 11.971927, 11.971927, 11.988205, 11.988205, 12.027635, 12.027635, 11.828258, 11.828258, 11.684171, 11.684171, 11.565639","33.061527000000005, 32.330647, 32.330647, 33.167004, 33.167004, 36.042086, 36.042086, 34.931758, 34.931758, 34.201635, 34.201635, 36.815614"
S15,18,"12.308781, 12.448966, 12.308781, 12.291827, 12.291827, 12.448966, 12.448966, 12.440017999999998, 12.440017999999998, 12.324873, 12.324873, 12.200281, 12.200281, 12.291827, 12.477265, 12.449805, 12.449805, 12.3388, 12.3388, 12.179471, 12.179471, 12.200281, 12.440017999999998, 12.449805, 12.477265, 12.481863, 12.481863, 12.405146, 12.405146, 12.375087, 12.375087, 12.338267, 12.338267, 12.19755, 12.19755, 12.179471","30.249047, 28.268423, 30.249047, 28.937189, 28.937189, 28.268423, 28.268423, 27.268237, 27.268237, 28.156916, 28.156916, 28.536313, 28.536313, 28.937189, 26.226959, 26.825699, 26.825699, 26.619482, 26.619482, 27.281505, 27.281505, 28.536313, 27.268237, 26.825699, 26.226959, 25.912852, 25.912852, 26.098606, 26.098606, 25.84616, 25.84616, 26.001875, 26.001875, 25.87028, 25.87028, 27.281505"
S16,2,"11.615814, 11.505248, 11.505248, 11.277695","-0.823749, -3.003501, -3.003501, -3.651601"
S17,2,"11.233842999999998, 11.083619, 11.083619, 11.012445","8.060694999999999, 7.336007, 7.336007, 6.101449"
S18,3,"10.764416, 10.831591, 10.831591, 10.92689, 10.92689, 11.038827","30.682313, 27.973948, 27.973948, 24.749718, 24.749718, 20.179842"
S19,3,"10.7236, 10.773484, 10.773484, 10.773689, 10.773689, 10.820953","23.188404, 18.891523, 18.891523, 14.194645, 14.194645, 10.545202"
S20,1,"8.986828, 9.060427","48.041826, 47.156525"
S21,1,"10.284952, 10.372155","42.914365, 41.499516"
S22,1,"11.307983, 11.303118","33.094306, 31.528783"
S23,5,"8.986828, 9.060427, 9.060427, 10.284952, 10.284952, 10.372155, 10.372155, 11.307983, 11.307983, 11.303118","48.041826, 47.156525, 47.156525, 42.914365, 42.914365, 41.499516, 41.499516, 33.094306, 33.094306, 31.528783"
