ast_ID,vals,ra,dec
Ret,4,"4.240404, 4.274738, 4.274738, 3.979095, 3.979095, 3.736593, 3.736593, 4.240404","-62.47385799999999, -59.302156, -59.302156, -61.400185, -61.400185, -64.806903, -64.806903, -62.47385799999999"
Scl,3,"23.549512, 0.976766, 0.976766, 23.313733, 23.313733, 23.549512","-37.818268, -29.357449, -29.357449, -32.532027, -32.532027, -37.818268"
Sco,12,"17.560145000000002, 17.708132, 17.708132, 17.793078, 17.793078, 17.621979999999994, 17.621979999999994, 17.202551999999994, 17.202551999999994, 16.899924, 16.899924, 16.864508999999998, 16.864508999999998, 16.83608, 16.83608, 16.598043, 16.598043, 16.490128, 16.490128, 16.005557, 16.490128, 15.980865, 16.490128, 16.09062","-37.103821, -39.029983, -39.029983, -40.126997, -40.126997, -42.997824, -42.997824, -43.239189, -43.239189, -42.362025, -42.362025, -38.04738, -38.04738, -34.293232, -34.293232, -28.216016, -28.216016, -26.432002, -26.432002, -22.62171, -26.432002, -26.114105, -26.432002, -19.805453"
Sct,5,"18.786242, 18.791375, 18.791375, 18.911976, 18.911976, 18.486626, 18.486626, 18.586785, 18.586785, 18.786242","-4.7478669999999985, -5.705147, -5.705147, -15.603036, -15.603036, -14.565813, -14.565813, -8.244073, -8.244073, -4.7478669999999985"
Ser,11,"15.827001999999998, 15.846935, 15.846935, 15.737798000000002, 15.737798000000002, 15.580041, 15.580041, 15.769793, 15.769793, 15.940882, 15.940882, 15.812327, 15.812327, 15.769793, 18.936995, 18.355167, 18.355167, 17.690243, 17.690243, 17.626445, 17.626445, 17.347128","-3.4302080000000004, 4.47773, 4.47773, 6.425627, 6.425627, 10.538867, 10.538867, 15.421826, 15.421826, 15.661617, 15.661617, 18.141564, 18.141564, 15.421826, 4.203595, -2.898825, -2.898825, -12.875307, -12.875307, -15.398557, -15.398557, -12.846875"
Sex,1,"10.504855, 10.1323","-0.637026, -0.371637"
Sge,4,"19.68415, 19.789795, 19.789795, 19.668275, 19.789795, 19.979285, 19.979285, 20.08597","17.476041, 18.534286, 18.534286, 18.01389, 18.534286, 19.492148, 19.492148, 19.991071"
Sgr,24,"18.3499, 18.466179, 18.293793, 18.402868, 18.402868, 18.096803, 18.096803, 17.792673999999995, 18.096803, 18.3499, 18.3499, 18.402868, 18.402868, 19.043532, 19.043532, 18.76094, 18.76094, 18.3499, 18.76094, 18.466179, 18.466179, 18.229392, 19.043532, 19.11567, 19.11567, 18.92109, 18.92109, 18.76094, 18.92109, 18.962167, 18.962167, 19.07805, 19.07805, 19.293911, 19.293911, 19.361211, 19.11567, 19.600459, 19.600459, 20.044299, 20.044299, 19.995605, 19.995605, 19.921026, 19.921026, 19.398103, 19.921026, 19.386976","-29.828103, -25.4217, -36.761686, -34.384615999999994, -34.384615999999994, -30.424091, -30.424091, -27.830788, -30.424091, -29.828103, -29.828103, -34.384615999999994, -34.384615999999994, -29.880105, -29.880105, -26.990778, -26.990778, -29.828103, -26.990778, -25.4217, -25.4217, -21.058834, -29.880105, -27.670423, -27.670423, -26.296721999999995, -26.296721999999995, -26.990778, -26.296721999999995, -21.106654, -21.106654, -21.741496, -21.741496, -18.952908, -18.952908, -17.847197, -27.670423, -24.719081, -24.719081, -27.709845, -27.709845, -35.276305, -35.276305, -41.868288, -41.868288, -40.61594, -41.868288, -44.799778"
Tau,12,"5.438198000000001, 4.704084, 4.704084, 4.476943, 4.598677, 5.627413, 4.329889, 4.382247, 4.329889, 4.0113379999999985, 4.0113379999999985, 3.413554, 4.598677, 4.476943, 4.598677, 4.477705, 4.477705, 4.329889, 4.476943, 4.424828, 4.424828, 4.382247, 4.382247, 3.819373","28.60745, 22.956926, 22.956926, 19.180431, 16.509301, 21.142549, 15.627642000000002, 17.542514, 15.627642000000002, 12.490347, 12.490347, 9.02887, 16.509301, 19.180431, 16.509301, 15.870883, 15.870883, 15.627642000000002, 19.180431, 17.92791, 17.92791, 17.542514, 17.542514, 24.053415"
Tel,1,"18.480505, 18.449561","-49.070588, -45.968459"
Tra,3,"16.811076999999994, 15.315181, 15.315181, 15.919083, 15.919083, 16.811076999999994","-69.027715, -68.67954499999999, -68.67954499999999, -63.43072700000001, -63.43072700000001, -69.027715"
Tri,3,"2.288573, 2.1590580000000004, 2.1590580000000004, 1.884696, 1.884696, 2.288573","33.847194, 34.987297, 34.987297, 29.578829, 29.578829, 33.847194"
Tuc,3,"22.308371, 23.290498, 23.290498, 0.334142, 23.290498, 0.525725","-60.259587, -58.235734, -58.235734, -64.874791, -58.235734, -62.958218"
UMa,19,"13.792354, 13.398747, 13.398747, 12.900472, 12.900472, 12.257086, 12.257086, 11.062155, 11.062155, 11.030677, 11.030677, 11.897168, 11.897168, 12.257086, 11.897168, 11.767515, 11.767515, 11.161062, 11.161062, 10.284952, 11.161062, 10.372155, 11.030677, 9.868433, 9.868433, 9.547715, 9.547715, 9.060427, 9.547715, 8.986828, 9.868433, 9.849867, 9.849867, 8.504431, 8.504431, 9.525453, 9.525453, 11.062155","49.313265, 54.925362, 54.925362, 55.959821, 55.959821, 57.032617, 57.032617, 61.75103299999999, 61.75103299999999, 56.382427, 56.382427, 53.69476, 53.69476, 57.032617, 53.69476, 47.779406, 47.779406, 44.498487, 44.498487, 42.914365, 44.498487, 41.499516, 56.382427, 54.06433199999999, 54.06433199999999, 51.6773, 51.6773, 47.156525, 51.6773, 48.041826, 54.06433199999999, 59.038735, 59.038735, 60.718169, 60.718169, 63.061861, 63.061861, 61.75103299999999"
UMi,7,"2.52975, 17.536918, 17.536918, 16.766159, 16.766159, 15.734298999999998, 15.734298999999998, 16.291791, 16.291791, 15.345482999999998, 15.345482999999998, 14.845104999999998, 14.845104999999998, 15.734298999999998","89.26410899999998, 86.58646, 86.58646, 82.037262, 82.037262, 77.794493, 77.794493, 75.75533, 75.75533, 71.834016, 71.834016, 74.155505, 74.155505, 77.794493"
Vel,10,"8.158876, 8.671553999999999, 8.671553999999999, 8.745059, 8.745059, 9.368562, 9.368562, 9.947708, 9.947708, 10.779488, 10.779488, 10.621717, 10.621717, 10.245607, 10.245607, 9.511674, 9.511674, 9.133268, 9.133268, 8.158876","-47.336588, -52.921887, -52.921887, -54.70882099999999, -54.70882099999999, -55.010668, -55.010668, -54.56779, -54.56779, -49.420255, -49.420255, -48.22562, -48.22562, -42.121942, -42.121942, -40.466769, -40.466769, -43.432589, -43.432589, -47.336588"
Vir,12,"11.764322, 12.311199, 12.311199, 12.694345, 12.694345, 13.419883, 13.419883, 14.214929, 14.214929, 14.266908, 14.266908, 14.717673, 13.419883, 13.578220000000002, 13.578220000000002, 14.027443, 14.027443, 14.770812, 13.578220000000002, 12.926725, 12.926725, 13.036278, 12.926725, 12.694345","6.529376, -0.787184, -0.787184, -1.449375, -1.449375, -11.161322, -11.161322, -10.273702, -10.273702, -6.000547, -6.000547, -5.658207, -11.161322, -0.59582, -0.59582, 1.544532, 1.544532, 1.892885, -0.59582, 3.39747, 3.39747, 10.95915, 3.39747, -1.449375"
Vol,7,"7.697004, 7.1457880000000005, 7.1457880000000005, 8.132173, 8.132173, 7.697004, 8.132173, 7.280508, 8.132173, 8.428951, 8.428951, 9.040777, 9.040777, 8.132173","-72.606098, -70.498932, -70.498932, -68.617062, -68.617062, -72.606098, -68.617062, -67.95715200000001, -68.617062, -66.13689000000001, -66.13689000000001, -66.39607600000001, -66.39607600000001, -68.617062"
Vul,1,"19.478427, 20.018346","24.664905, 27.753573"
